mac_id,sensor_label,timestamp,value
925056043,co2,2026-01-31 01:35:34.851000+03:00,0.3
925056043,co2,2026-01-31 01:34:15.316000+03:00,0.34
925056043,co2,2026-01-31 01:33:08.138000+03:00,0.61
925056043,co2,2026-01-31 01:32:15.146000+03:00,0.81
925056043,co2,2026-01-31 01:30:53+03:00,0.18
925056043,co2,2026-01-31 01:30:09.783000+03:00,0.81
925056043,co2,2026-01-31 01:29:20.459000+03:00,0.38
925056043,co2,2026-01-31 01:28:00.357000+03:00,0.09
925056043,co2,2026-01-31 01:26:52.936000+03:00,0.51
925056043,co2,2026-01-31 01:25:59.756000+03:00,0.47
925056043,co2,2026-01-31 01:24:37+03:00,0.55
925056043,co2,2026-01-31 01:23:54.260000+03:00,0.13
925056043,co2,2026-01-31 01:22:22+03:00,0.09
925056043,co2,2026-01-31 01:21:25.264000+03:00,0.34
925056043,co2,2026-01-31 01:20:36.061000+03:00,0.26
925056043,co2,2026-01-31 01:19:07+03:00,0.43
925056043,co2,2026-01-31 01:17:52.093000+03:00,0.75
925056043,co2,2026-01-31 01:17:13.652000+03:00,0.75
925056043,co2,2026-01-31 01:16:52+03:00,0.75
925056043,co2,2026-01-31 01:15:54.823000+03:00,0.5
925056043,co2,2026-01-31 01:14:47.805000+03:00,0.35
925056043,co2,2026-01-31 01:13:37+03:00,0.49
925056043,co2,2026-01-31 01:12:54.438000+03:00,0.27
925056043,co2,2026-01-31 01:11:21+03:00,0.23
925056043,co2,2026-01-31 01:10:02.918000+03:00,0.34
925056043,co2,2026-01-31 01:08:49.161000+03:00,0.35
925056043,co2,2026-01-31 01:07:29.301000+03:00,0.47
925056043,co2,2026-01-31 01:06:23.424000+03:00,0.51
925056043,co2,2026-01-31 01:05:47.633000+03:00,0.51
925056043,co2,2026-01-31 01:01:33.384000+03:00,0.67
925056043,co2,2026-01-31 01:00:13.156000+03:00,0.25
925056043,co2,2026-01-31 00:59:05.893000+03:00,0.44
925056043,co2,2026-01-31 00:58:12.818000+03:00,0.7
925056043,co2,2026-01-31 00:56:51+03:00,0.17
925056043,co2,2026-01-31 00:56:07.748000+03:00,0.27
925056043,co2,2026-01-31 00:55:18.379000+03:00,0.53
925056043,co2,2026-01-31 00:53:58.252000+03:00,0.41
925056043,co2,2026-01-31 00:52:50.675000+03:00,0.78
925056043,co2,2026-01-31 00:51:57.442000+03:00,0.5
925056043,co2,2026-01-31 00:50:36+03:00,0.47
925056043,co2,2026-01-31 00:49:52.194000+03:00,0.34
925056043,co2,2026-01-31 00:49:02.913000+03:00,0.54
925056043,co2,2026-01-31 00:47:42.755000+03:00,0.44
925056043,co2,2026-01-31 00:46:35.587000+03:00,0.34
925056043,co2,2026-01-31 00:45:42.599000+03:00,0.6
925056043,co2,2026-01-31 00:44:21+03:00,0.33
925056043,co2,2026-01-31 00:43:37.311000+03:00,0.52
925056043,co2,2026-01-31 00:42:47.919000+03:00,0.16
925056043,co2,2026-01-31 00:41:27.843000+03:00,0.73
925056043,co2,2026-01-31 00:40:20.468000+03:00,0.45
925056043,co2,2026-01-31 00:39:47.709000+03:00,0.41
925056043,co2,2026-01-31 00:38:27.667000+03:00,0.33
925056043,co2,2026-01-31 00:37:22.032000+03:00,0.23
925056043,co2,2026-01-31 00:37:01.472000+03:00,0.5
925056043,co2,2026-01-31 00:33:37.174000+03:00,0.46
925056043,co2,2026-01-31 00:32:16.912000+03:00,0.32
925056043,co2,2026-01-31 00:31:04.812000+03:00,0.48
925056043,co2,2026-01-31 00:30:21.690000+03:00,0.21
925056043,co2,2026-01-31 00:28:49.743000+03:00,0.24
925056043,co2,2026-01-31 00:27:50+03:00,0.82
925056043,co2,2026-01-31 00:26:14.181000+03:00,0.34
925056043,co2,2026-01-31 00:23:19.383000+03:00,0.5
925056043,co2,2026-01-31 00:22:20+03:00,0.67
925056043,co2,2026-01-31 00:21:36.306000+03:00,0.25
925056043,co2,2026-01-31 00:20:46.853000+03:00,0.44
925056043,co2,2026-01-31 00:19:26.711000+03:00,0.21
925056043,co2,2026-01-31 00:18:19.234000+03:00,0.11
925056043,co2,2026-01-31 00:17:26.034000+03:00,0.4
925056043,co2,2026-01-31 00:16:05+03:00,0.24
925056043,co2,2026-01-31 00:15:20.742000+03:00,0.43
925056043,co2,2026-01-31 00:14:31.400000+03:00,0.36
925056043,co2,2026-01-31 00:13:11.219000+03:00,0.45
925056043,co2,2026-01-31 00:12:04.023000+03:00,0.51
925056043,co2,2026-01-31 00:11:11.007000+03:00,0.44
925056043,co2,2026-01-31 00:09:49+03:00,0.32
925056043,co2,2026-01-31 00:09:06.719000+03:00,0.63
925056043,co2,2026-01-31 00:08:14.678000+03:00,0.39
925056043,co2,2026-01-31 00:05:01.035000+03:00,0.63
925056043,co2,2026-01-31 00:03:41.523000+03:00,0.34
925056043,co2,2026-01-31 00:02:36.387000+03:00,0.26
925056043,co2,2026-01-31 00:00:59.745000+03:00,0.52
925056043,co2,2026-01-30 23:58:59.795000+03:00,0.52
925056043,co2,2026-01-30 23:57:25.813000+03:00,0.53
925056043,co2,2026-01-30 23:56:04+03:00,0.38
925056043,co2,2026-01-30 23:54:59.160000+03:00,0.58
925056043,co2,2026-01-30 23:53:49+03:00,0.55
925056043,co2,2026-01-30 23:53:06.100000+03:00,0.43
925056043,co2,2026-01-30 23:52:14.093000+03:00,0.56
925056043,co2,2026-01-30 23:50:14.167000+03:00,0.22
925056043,co2,2026-01-30 23:49:00.327000+03:00,0.55
925056043,co2,2026-01-30 23:47:40.366000+03:00,0.27
925056043,co2,2026-01-30 23:46:35.656000+03:00,0.49
925056043,co2,2026-01-30 23:44:58.933000+03:00,0.48
925056043,co2,2026-01-30 23:41:24.767000+03:00,0.52
925056043,co2,2026-01-30 23:40:03+03:00,0.65
925056043,co2,2026-01-30 23:39:14.061000+03:00,0.6
925056043,co2,2026-01-30 23:38:24.983000+03:00,0.29
925056043,co2,2026-01-30 23:37:05.199000+03:00,0.46
925056043,co2,2026-01-30 23:36:19.415000+03:00,0.7
925056043,co2,2026-01-30 23:35:09.545000+03:00,0.61
925056043,co2,2026-01-30 23:33:48+03:00,0.39
925056043,co2,2026-01-30 23:32:58.956000+03:00,0.53
925056043,co2,2026-01-30 23:32:09.473000+03:00,0.34
925056043,co2,2026-01-30 23:30:49.835000+03:00,0.45
925056043,co2,2026-01-30 23:30:05.039000+03:00,0.85
925056043,co2,2026-01-30 23:29:13.027000+03:00,0.72
925056043,co2,2026-01-30 23:24:54.216000+03:00,0.46
925056043,co2,2026-01-30 23:23:34.504000+03:00,0.43
925056043,co2,2026-01-30 23:22:49.711000+03:00,0.53
925056043,co2,2026-01-30 23:18:44.002000+03:00,0.59
925056043,co2,2026-01-30 23:17:24.195000+03:00,0.59
925056043,co2,2026-01-30 23:16:19.565000+03:00,0.48
925056043,co2,2026-01-30 23:11:08.601000+03:00,0.27
925056043,co2,2026-01-30 23:09:47+03:00,0.04
925056043,co2,2026-01-30 23:08:58.121000+03:00,0.25
925056043,co2,2026-01-30 23:08:08.831000+03:00,0.6
925056043,co2,2026-01-30 23:06:49.163000+03:00,0.58
925056043,co2,2026-01-30 23:06:03.416000+03:00,0.53
925056043,co2,2026-01-30 23:04:53.325000+03:00,0.61
925056043,co2,2026-01-30 23:03:32+03:00,0.27
925056043,co2,2026-01-30 23:02:42.614000+03:00,0.72
925056043,co2,2026-01-30 23:01:53.495000+03:00,0.4
925056043,co2,2026-01-30 23:00:33.766000+03:00,0.38
925056043,co2,2026-01-30 22:59:47.952000+03:00,0.19
925056043,co2,2026-01-30 22:58:38.124000+03:00,0.25
925056043,co2,2026-01-30 22:57:16+03:00,0.37
925056043,co2,2026-01-30 22:56:27.423000+03:00,0.68
925056043,co2,2026-01-30 22:55:38.302000+03:00,0.38
925056043,co2,2026-01-30 22:54:18.559000+03:00,0.57
925056043,co2,2026-01-30 22:53:32.927000+03:00,0.85
925056043,co2,2026-01-30 22:52:43.496000+03:00,0.42
925056043,co2,2026-01-30 22:51:23.390000+03:00,0.37
925056043,co2,2026-01-30 22:50:16.022000+03:00,0.49
925056043,co2,2026-01-30 22:49:43.269000+03:00,0.65
925056043,co2,2026-01-30 22:48:23.281000+03:00,0.57
925056043,co2,2026-01-30 22:47:18.518000+03:00,0.35
925056043,co2,2026-01-30 22:46:57.009000+03:00,0.27
925056043,co2,2026-01-30 22:45:57.003000+03:00,0.01
925056043,co2,2026-01-30 22:43:01+03:00,0.49
925056043,co2,2026-01-30 22:42:28.179000+03:00,0.5
925056043,co2,2026-01-30 22:41:08.037000+03:00,0.5
925056043,co2,2026-01-30 22:40:03.412000+03:00,0.19
925056043,co2,2026-01-30 22:37:26.531000+03:00,0.73
925056043,co2,2026-01-30 22:35:13.015000+03:00,0.5
925056043,co2,2026-01-30 22:33:53.015000+03:00,0.63
925056043,co2,2026-01-30 22:32:48.160000+03:00,0.02
925056043,co2,2026-01-30 22:29:23.817000+03:00,0.52
925056043,co2,2026-01-30 22:28:03.558000+03:00,0.71
925056043,co2,2026-01-30 22:26:31.075000+03:00,0.32
925056043,co2,2026-01-30 22:25:31+03:00,0.51
925056043,co2,2026-01-30 22:23:56.972000+03:00,0.27
925056043,co2,2026-01-30 22:19:54.491000+03:00,0.33
925056043,co2,2026-01-30 22:18:33.814000+03:00,0.48
925056043,co2,2026-01-30 22:17:15.913000+03:00,0.41
925056043,co2,2026-01-30 22:15:00+03:00,0.3
925056043,co2,2026-01-30 22:14:00.748000+03:00,0.28
925056043,co2,2026-01-30 22:13:19.064000+03:00,0.51
925056043,co2,2026-01-30 22:12:08.102000+03:00,0.47
925056043,co2,2026-01-30 22:11:00.774000+03:00,0.5
925056043,co2,2026-01-30 22:09:45.621000+03:00,0.01
925056043,co2,2026-01-30 22:08:45+03:00,0.73
925056043,co2,2026-01-30 22:07:30.353000+03:00,0.28
925056043,co2,2026-01-30 22:06:32.823000+03:00,0.27
925056043,co2,2026-01-30 22:06:30+03:00,0.27
925056043,co2,2026-01-30 22:05:41.801000+03:00,0.53
925056043,co2,2026-01-30 22:04:52.528000+03:00,0.42
925056043,co2,2026-01-30 22:03:32.822000+03:00,0.43
925056043,co2,2026-01-30 22:02:47.085000+03:00,0.2
925056043,co2,2026-01-30 22:01:57.298000+03:00,0.16
925056043,co2,2026-01-30 22:00:37.282000+03:00,0.43
925056043,co2,2026-01-30 21:59:29.928000+03:00,0.14
925056043,co2,2026-01-30 21:58:57.242000+03:00,0.51
925056043,co2,2026-01-30 21:57:37.243000+03:00,0.3
925056043,co2,2026-01-30 21:56:30.016000+03:00,0.5
925056043,co2,2026-01-30 21:55:49.436000+03:00,0.58
925056043,co2,2026-01-30 21:54:14.639000+03:00,0.56
925056043,co2,2026-01-30 21:53:15+03:00,0.35
925056043,co2,2026-01-30 21:51:59.516000+03:00,0.1
925056043,co2,2026-01-30 21:51:00+03:00,0.48
925056043,co2,2026-01-30 21:49:44.213000+03:00,0.33
925056043,co2,2026-01-30 21:48:44+03:00,0.33
925056043,co2,2026-01-30 21:47:44.344000+03:00,0.42
925056043,co2,2026-01-30 21:46:53.605000+03:00,0.64
925056043,co2,2026-01-30 21:45:44.758000+03:00,0.18
925056043,co2,2026-01-30 21:44:44.551000+03:00,0.03
925056043,co2,2026-01-30 21:43:44.523000+03:00,0.32
925056043,co2,2026-01-30 21:42:44.252000+03:00,0.51
925056043,co2,2026-01-30 21:41:44.208000+03:00,0.41
925056043,co2,2026-01-30 21:40:29.109000+03:00,0.34
925056043,co2,2026-01-30 21:39:29+03:00,0.4
925056043,co2,2026-01-30 21:38:41.505000+03:00,0.28
925056043,co2,2026-01-30 21:37:28.036000+03:00,0.55
925056043,co2,2026-01-30 21:32:27.865000+03:00,0.31
925056043,co2,2026-01-30 21:27:28.339000+03:00,0.6
925056043,co2,2026-01-30 21:22:28.214000+03:00,0.1
925056043,co2,2026-01-30 21:17:28.314000+03:00,0.3
925056043,co2,2026-01-30 21:12:28.246000+03:00,0.6
925056043,co2,2026-01-30 21:07:28.393000+03:00,0.34
925056043,co2,2026-01-30 21:02:28.229000+03:00,0.29
925056043,co2,2026-01-30 20:57:28.335000+03:00,0.86
925056043,co2,2026-01-30 20:52:28.191000+03:00,0.57
925056043,co2,2026-01-30 20:47:28.305000+03:00,0.63
925056043,co2,2026-01-30 20:42:28.202000+03:00,0.43
925056043,co2,2026-01-30 20:37:28.276000+03:00,0.43
925056043,co2,2026-01-30 20:32:28.268000+03:00,0.52
925056043,co2,2026-01-30 20:27:28.120000+03:00,0.81
925056043,co2,2026-01-30 20:22:28.294000+03:00,0.37
925056043,co2,2026-01-30 20:17:28.268000+03:00,0.97
925056043,co2,2026-01-30 20:07:49.964000+03:00,0.19
925056043,co2,2026-01-30 20:02:28.306000+03:00,0.58
925056043,co2,2026-01-30 19:57:28.558000+03:00,0.43
925056043,co2,2026-01-30 19:52:28.634000+03:00,0.28
925056043,co2,2026-01-30 19:42:51.068000+03:00,0.43
925056043,co2,2026-01-30 19:33:35.866000+03:00,0.44
925056043,co2,2026-01-30 19:24:20.225000+03:00,0.13
925056043,co2,2026-01-30 19:05:09.451000+03:00,0.2
925056043,co2,2026-01-30 19:04:34.104000+03:00,0.2
925056043,co2,2026-01-30 18:39:34.309000+03:00,0.3
925056043,co2,2026-01-30 18:33:53.211000+03:00,0.3
925056043,co2,2026-01-30 18:13:25.105000+03:00,0.34
925056043,co2,2026-01-30 17:54:54.815000+03:00,0.24
925056043,co2,2026-01-30 17:30:19.892000+03:00,0.37
925056043,co2,2026-01-30 17:25:19.953000+03:00,0.53
925056043,co2,2026-01-30 17:20:18.731000+03:00,0.39
925056043,co2,2026-01-30 17:19:17.771000+03:00,0.32
925056043,co2,2026-01-30 17:14:17.704000+03:00,0.39
925056043,co2,2026-01-30 17:09:17.680000+03:00,0.7
925056043,co2,2026-01-30 17:04:17.770000+03:00,0.56
925056043,co2,2026-01-30 16:59:17.750000+03:00,0.5
925056043,co2,2026-01-30 16:54:17.630000+03:00,0.51
925056043,co2,2026-01-30 16:49:17.808000+03:00,0.83
925056043,co2,2026-01-30 16:44:16.504000+03:00,0.65
925056043,co2,2026-01-30 16:43:16.143000+03:00,0.16
925056043,co2,2026-01-30 16:38:14.264000+03:00,0.32
925056043,co2,2026-01-30 16:37:13.041000+03:00,0.38
925056043,co2,2026-01-30 16:32:13.061000+03:00,0.38
925056043,co2,2026-01-30 16:27:13.172000+03:00,0.26
925056043,co2,2026-01-30 16:22:13.062000+03:00,0.55
925056043,co2,2026-01-30 16:17:11.889000+03:00,0.47
925056043,co2,2026-01-30 16:16:12.067000+03:00,0.48
925056043,co2,2026-01-30 16:15:10.900000+03:00,0.19
925056043,co2,2026-01-30 16:10:09.624000+03:00,0.81
925056043,co2,2026-01-30 16:09:08.590000+03:00,0.13
925056043,co2,2026-01-30 16:04:07.273000+03:00,0.47
925056043,co2,2026-01-30 16:03:06.255000+03:00,0.43
925056043,co2,2026-01-30 15:58:06.273000+03:00,0.2
925056043,co2,2026-01-30 15:53:06.137000+03:00,0.46
925056043,co2,2026-01-30 15:48:06.249000+03:00,0.16
925056043,co2,2026-01-30 15:43:06.251000+03:00,0.23
925056043,co2,2026-01-30 15:38:06.220000+03:00,0.18
925056043,co2,2026-01-30 15:33:06.201000+03:00,0.63
925056043,co2,2026-01-30 15:28:05.014000+03:00,0.58
925056043,co2,2026-01-30 15:27:03.884000+03:00,0.32
925056043,co2,2026-01-30 15:22:02.694000+03:00,0.17
925056043,co2,2026-01-30 15:21:01.759000+03:00,0.18
925056043,co2,2026-01-30 15:16:00.540000+03:00,0.35
925056043,co2,2026-01-30 15:14:59.363000+03:00,0.16
925056043,co2,2026-01-30 15:09:59.388000+03:00,0.51
925056043,co2,2026-01-30 15:04:41.980000+03:00,0.26
925056043,co2,2026-01-30 14:59:42.284000+03:00,0.36
925056043,co2,2026-01-30 14:59:42.111000+03:00,0.36
925056043,co2,2026-01-30 14:59:41+03:00,0.36
925056043,co2,2026-01-30 14:54:41.911000+03:00,0.55
925056043,co2,2026-01-30 14:49:42.090000+03:00,0.37
925056043,co2,2026-01-30 14:44:40.767000+03:00,0.32
925056043,co2,2026-01-30 14:43:39.648000+03:00,0.07
925056043,co2,2026-01-30 14:38:39.773000+03:00,0.59
925056043,co2,2026-01-30 14:33:38.472000+03:00,0.06
925056043,co2,2026-01-30 14:32:37.310000+03:00,0.56
925056043,co2,2026-01-30 14:27:36.209000+03:00,0.63
925056043,co2,2026-01-30 14:26:35.185000+03:00,0.17
925056043,co2,2026-01-30 14:21:33.997000+03:00,0.28
925056043,co2,2026-01-30 14:20:32.728000+03:00,0.43
925056043,co2,2026-01-30 14:15:32.696000+03:00,0.43
925056043,co2,2026-01-30 14:10:32.803000+03:00,0.12
925056043,co2,2026-01-30 14:05:32.773000+03:00,0.46
925056043,co2,2026-01-30 14:00:32.894000+03:00,0.52
925056043,co2,2026-01-30 13:55:32.743000+03:00,0.5
925056043,co2,2026-01-30 13:50:32.815000+03:00,0.3
925056043,co2,2026-01-30 13:45:32.740000+03:00,0.23
925056043,co2,2026-01-30 13:40:32.741000+03:00,0.51
925056043,co2,2026-01-30 13:35:32.870000+03:00,0.12
925056043,co2,2026-01-30 13:30:32.759000+03:00,0.43
925056043,co2,2026-01-30 13:25:32.852000+03:00,0.59
925056043,co2,2026-01-30 13:20:32.897000+03:00,0.89
925056043,co2,2026-01-30 13:15:32.767000+03:00,0.59
925056043,co2,2026-01-30 13:05:19.189000+03:00,0.05
925056043,co2,2026-01-30 12:50:51.057000+03:00,0.15
925056043,co2,2026-01-30 12:45:19.457000+03:00,0.07
925056043,co2,2026-01-30 12:40:18.234000+03:00,0.11
925056043,co2,2026-01-30 12:39:17.204000+03:00,0.09
925056043,co2,2026-01-30 12:34:15.872000+03:00,0.09
925056043,co2,2026-01-30 12:33:14.740000+03:00,0.02
925056043,co2,2026-01-30 12:28:13.686000+03:00,0.02
925056043,co2,2026-01-30 12:27:12.553000+03:00,0.08
925056043,co2,2026-01-30 12:22:12.670000+03:00,0.28
925056043,co2,2026-01-30 12:17:12.657000+03:00,0.11
925056043,co2,2026-01-30 12:12:12.650000+03:00,0.08
925056043,co2,2026-01-30 12:07:12.519000+03:00,0.22
925056043,co2,2026-01-30 12:02:12.495000+03:00,0.23
